PALABRA;CALIFICACION
baldon;-1,0000
silencios;,0000
fusilo;1,0000
legendario;1,0000
rare;1,0000
silencia;1,0000
intensiva;1,0000
revelador;1,0000
gema;,0000
escorpion;,0000
disfrutes;1,0000
hij;1,0000
recogimiento;1,0000
golpes;-1,0000
afectaran;1,0000
inferiores;-1,0000
agresividad;,0000
menos;,0000
hiciera;-1,0000
reniega;1,0000
evita;,0000
guerrera;1,0000
restara;1,0000
march;1,0000
frontera;,0000
legislature;1,0000
interpretacion;,0000
manipule;1,0000
tramitados;1,0000
contarnos;,0000
animaremos;1,0000
olvidaba;1,0000
arrasado;,0000
promocionado;1,0000
escucharemos;1,0000
investigamos;1,0000
buen;1,0000
reforzara;1,0000
metiendolas;1,0000
andaluza;,0000
retrate;1,0000
doscientos;-1,0000
intacta;1,0000
saludamos;1,0000
divididas;1,0000
curas;,0000
servidumbres;-1,0000
exclusiones;1,0000
persistencia;1,0000
cantado;,0000
sabed;1,0000
conectan;1,0000
derogaran;1,0000
entran;,0000
misteriosamente;1,0000
afan;,0000
entrenado;1,0000
rehabilitar;1,0000
acobardada;1,0000
desorientacion;1,0000
totalitario;,0000
concursantes;,0000
facultativo;1,0000
desplego;,0000
ratifican;1,0000
insuficientes;,0000
artista;1,0000
atendiendo;,0000
escritura;,0000
deshaucios;-1,0000
rugen;1,0000
agredido;-1,0000
patrocinada;1,0000
chicos;1,0000
remate;,0000
refugiandose;1,0000
cremas;1,0000
servidor;,0000
burra;1,0000
demoledoras;1,0000
suspender;-1,0000
autocritico;-1,0000
detenerse;1,0000
incorrecto;-1,0000
acojonar;1,0000
estropeado;-1,0000
traicionero;1,0000
ayudad;1,0000
vientre;,0000
computadoras;1,0000
vuelen;1,0000
brujas;,0000
navega;1,0000
incorporo;1,0000
inspectores;,0000
extremadamente;,0000
laborales;-1,0000
galaxia;,0000
linchamientos;-1,0000
queje;1,0000
ignorar;-1,0000
igualar;1,0000
morbo;,0000
jajaj;1,0000
paran;-1,0000
sorprenden;,0000
socialmente;,0000
informaticos;,0000
tabla;,0000
analizaran;,0000
apago;-1,0000
escarnio;-1,0000
dolerme;1,0000
producto;1,0000
paganos;,0000
razonablemente;,0000
tragicas;1,0000
incendia;-1,0000
aisladas;-1,0000
equivocandose;1,0000
alimenta;1,0000
recortaremos;,0000
temazos;1,0000
condiciones;,0000
ileso;1,0000
agradecer;1,0000
enloquecido;1,0000
saliste;1,0000
surgir;1,0000
alucina;1,0000
creer;,0000
pertenecen;1,0000
mejorara;1,0000
protestas;-1,0000
liberacion;,0000
modestia;,0000
psiquica;1,0000
benefactor;,0000
pueril;1,0000
demoledores;-1,0000
delegados;,0000
instrumentos;,0000
prostitucion;,0000
mecano;-1,0000
interesantes;1,0000
expuestos;,0000
reclama;,0000
apropiarme;1,0000
llorado;-1,0000
imperialismo;-1,0000
ejecutan;,0000
admirables;1,0000
organizara;1,0000
alcanzado;,0000
desfasado;-1,0000
benevola;1,0000
involuntario;-1,0000
justici;1,0000
haberselo;1,0000
decidan;,0000
asentimiento;1,0000
progreso;1,0000
contenciosos;1,0000
suicides;,0000
pudiera;,0000
cole;,0000
casualmente;1,0000
extensa;1,0000
sergio;,0000
hablarle;1,0000
desfilar;,0000
enganchada;,0000
mercenario;1,0000
tamano;,0000
capa;1,0000
ensenaron;,0000
acordaban;1,0000
gratis;1,0000
defendiendose;1,0000
tremendista;1,0000
indefensos;1,0000
dotaremos;1,0000
vestida;1,0000
receta;,0000
purpura;1,0000
bronco;1,0000
forma;,0000
procedentes;,0000
simpatia;,0000
manchas;,0000
reducidas;1,0000
dibujado;1,0000
bustos;,0000
relaje;,0000
insoportables;-1,0000
estudiante;,0000
animara;1,0000
concisa;1,0000
incluida;,0000
batiendo;1,0000
aumenta;,0000
motos;,0000
sustancialmente;,0000
aceitunas;1,0000
nerviosismo;-1,0000
justificada;1,0000
tristisimo;1,0000
desatar;-1,0000
trabajadas;1,0000
jajajajaj;1,0000
repudia;1,0000
organos;,0000
disipar;1,0000
desmontan;1,0000
normativa;,0000
muesca;1,0000
alquiler;,0000
dispone;,0000
mandarle;,0000
explicarle;1,0000
resistirme;1,0000
mejoraba;1,0000
aplastados;1,0000
presidentas;1,0000
pagara;-1,0000
constancia;1,0000
unanime;1,0000
despilfarrado;-1,0000
intuitivo;1,0000
contrarias;-1,0000
trofeos;1,0000
tipos;,0000
granado;1,0000
impresiona;,0000
simplifica;1,0000
arbol;,0000
hijas;,0000
indicado;1,0000
flamante;1,0000
adelanta;,0000
disidentes;,0000
condecorado;1,0000
traviesa;1,0000
difundiremos;1,0000
presunta;,0000
nominaciones;1,0000
denunciamos;-1,0000
indemnizacion;,0000
gene;-1,0000
obligo;-1,0000
aseguran;,0000
puros;1,0000
picaro;1,0000
vele;1,0000
relacionados;,0000
sosa;1,0000
agradecid;1,0000
enganado;-1,0000
significacion;1,0000
transmitido;,0000
estadi;1,0000
salazar;1,0000
repito;,0000
salarios;-1,0000
manirroto;-1,0000
agravan;-1,0000
depositados;1,0000
forzaban;1,0000
cuentan;,0000
abuelo;,0000
desequilibrado;1,0000
combatirla;,0000
mixtos;,0000
utilizando;,0000
raramente;,0000
vetaron;1,0000
pretendidas;1,0000
concienciar;1,0000
aerea;,0000
respetarla;1,0000
novela;1,0000
materializa;1,0000
repugnancia;1,0000
pause;,0000
desobediencia;-1,0000
jefa;,0000
convert;1,0000
soltera;,0000
sientes;,0000
inclusion;-1,0000
controla;,0000
benigno;,0000
moralmente;,0000
procesados;1,0000
proyectar;1,0000
soportaban;1,0000
seleccion;1,0000
locos;,0000
afianza;1,0000
recios;1,0000
castigara;1,0000
multas;,0000
superarla;1,0000
venganza;-1,0000
eternamente;1,0000
discuten;,0000
respetaron;1,0000
explorer;1,0000
agotara;1,0000
catastrofe;-1,0000
superada;1,0000
subvencionando;,0000
volcarse;,0000
podridas;-1,0000
murallas;1,0000
locuras;1,0000
presto;,0000
politico;,0000
huellas;1,0000
personificado;1,0000
disfrazada;1,0000
contestarle;1,0000
sobrevalorado;,0000
fijara;,0000
dead;-1,0000
montana;,0000
olivan;1,0000
noveno;1,0000
resentimiento;1,0000
internet;,0000
morimos;,0000
velocidades;,0000
anotando;1,0000
ventile;1,0000
abortado;1,0000
confiad;1,0000
ampliamente;1,0000
temblo;1,0000
subimos;1,0000
ilicito;1,0000
sabiendo;,0000
viabilidad;,0000
indiscutible;1,0000
asociacionismo;1,0000
lanzaran;1,0000
compete;,0000
coincidido;1,0000
chile;,0000
derivativos;1,0000
retractado;1,0000
despilfarrasteis;1,0000
representara;1,0000
masacrando;1,0000
sobrevivieron;-1,0000
igualo;1,0000
realizadores;1,0000
tonterias;,0000
bocazas;1,0000
subieron;,0000
amabilidad;,0000
filosofo;1,0000
comprometedora;1,0000
pise;-1,0000
ratas;-1,0000
nostalgia;1,0000
magistralmente;1,0000
desquitarse;1,0000
danando;1,0000
colara;,0000
salvarle;1,0000
presidencia;,0000
cobardia;-1,0000
gracioso;1,0000
terroristas;-1,0000
vasco;-1,0000
posado;1,0000
gravemente;-1,0000
grados;,0000
sato;1,0000
dura;,0000
patriota;1,0000
saludan;1,0000
fiscales;,0000
diosa;1,0000
convocado;,0000
privatizacion;,0000
aceptan;,0000
tomarnos;,0000
desgravaran;1,0000
direccion;,0000
respetuoso;1,0000
flagrante;,0000
ladrones;-1,0000
judicialmente;1,0000
imponerlos;1,0000
desgaste;-1,0000
megalomania;1,0000
rubial;1,0000
heredas;1,0000
policies;1,0000
acepten;,0000
expropiar;,0000
adaptarnos;1,0000
desmedida;1,0000
raras;,0000
aprobaban;1,0000
botado;1,0000
bunuel;,0000
timado;1,0000
montan;,0000
ayunt;,0000
dilate;1,0000
graciosas;1,0000
herramienta;,0000
educativo;,0000
rebelo;1,0000
aguantara;1,0000
minera;-1,0000
elegimos;1,0000
detallado;1,0000
consultados;,0000
precisaran;1,0000
converso;1,0000
leidas;1,0000
austera;-1,0000
municipalidad;1,0000
despiertas;1,0000
canariasen;1,0000
avancen;1,0000
padre;,0000
descubriendo;1,0000
tirones;1,0000
misterioso;,0000
llegarme;1,0000
imperio;-1,0000
quietas;1,0000
periodistico;,0000
similar;,0000
fallecidas;1,0000
fulmino;1,0000
deseando;1,0000
rebeldes;-1,0000
gritando;,0000
rabiar;1,0000
manifeste;1,0000
fallo;-1,0000
demasiado;,0000
solucione;1,0000
dedicacion;1,0000
tope;,0000
lobas;1,0000
ritos;1,0000
mandarinas;1,0000
regalas;1,0000
mediocres;-1,0000
paraiso;1,0000
regresando;1,0000
indicio;-1,0000
publicaciones;,0000
gasolineras;1,0000
subidas;,0000
dormimos;,0000
sueltas;,0000
necesitaban;1,0000
ahinco;1,0000
testigos;,0000
muros;,0000
convocatorias;1,0000
pesad;1,0000
arruinar;-1,0000
digital;,0000
perpetuas;1,0000
aceptables;1,0000
publicarla;1,0000
cafes;,0000
dimitan;1,0000
enriquecimiento;1,0000
monta;,0000
teja;1,0000
raro;,0000
oscuras;-1,0000
fobia;-1,0000
acepta;,0000
competentes;,0000
intrigados;1,0000
notas;,0000
informadores;,0000
templos;1,0000
injustificable;-1,0000
visten;1,0000
enterrarla;-1,0000
civicas;1,0000
nautico;,0000
despertarme;,0000
celebro;1,0000
mezcladas;1,0000
pintandose;,0000
impactante;,0000
clasica;1,0000
toxicidad;1,0000
despacha;1,0000
circulan;-1,0000
demasiada;,0000
privatizar;-1,0000
rapidas;1,0000
guardados;1,0000
calorico;1,0000
buenoes;1,0000
febrero;,0000
exclusivo;1,0000
estudiar;,0000
secretos;,0000
franja;-1,0000
estudiantiles;-1,0000
comandancia;,0000
apareces;1,0000
revisiones;1,0000
funciono;1,0000
montado;,0000
invito;1,0000
comparaciones;1,0000
eclipse;1,0000
helado;,0000
rev;1,0000
enfermes;1,0000
bravo;1,0000
dormiremos;-1,0000
min;,0000
acusadora;1,0000
millon;,0000
saltaban;-1,0000
frenan;-1,0000
gripado;1,0000
huesos;,0000
empene;1,0000
admiramos;1,0000
ingenieros;,0000
legislemos;1,0000
disenador;1,0000
penitentes;1,0000
diversa;1,0000
rompio;-1,0000
calentamiento;1,0000
toque;,0000
reciente;,0000
armadas;,0000
nubarrones;,0000
enmienda;,0000
intime;1,0000
manifiesten;,0000
asesorara;1,0000
ideologias;-1,0000
recibes;1,0000
preciado;1,0000
salgan;,0000
informan;,0000
sorprendido;1,0000
rosadas;1,0000
desaloja;1,0000
avises;1,0000
conocerla;1,0000
bodega;,0000
gobernadores;1,0000
sup;,0000
conociendo;1,0000
imputaciones;-1,0000
desmonte;1,0000
cantando;,0000
sedes;-1,0000
recibiremos;1,0000
madrilenos;,0000
luchara;,0000
calloen;1,0000
camara;,0000
funcione;1,0000
contactos;,0000
automaticas;-1,0000
jove;,0000
cumplieron;,0000
preferidas;1,0000
vago;1,0000
esconderse;-1,0000
redactado;1,0000
arrepentirse;1,0000
dimisiones;-1,0000
interpretando;1,0000
subsanar;1,0000
doctrina;,0000
conexiones;,0000
previsible;,0000
estrenara;1,0000
amonestacion;1,0000
ademas;,0000
llamad;,0000
contemplaciones;,0000
quedamos;,0000
toxico;-1,0000
comprensivo;1,0000
agotamiento;,0000
episodio;,0000
personen;1,0000
plantearlo;1,0000
dependismo;1,0000
destripador;-1,0000
conservarla;,0000
entrevistara;,0000
trastabillado;1,0000
denuncio;-1,0000
tristes;,0000
interrogarlos;1,0000
asientes;1,0000
portaron;,0000
rayas;1,0000
cabos;,0000
senalar;,0000
villanos;,0000
informarnos;1,0000
permisos;1,0000
jurado;,0000
tarara;1,0000
gastar;,0000
disfruta;1,0000
zumba;1,0000
colgadas;1,0000
regal;1,0000
multinacionales;-1,0000
sillas;,0000
avancemos;1,0000
reconocerlo;1,0000
rep;,0000
malgastar;1,0000
espantan;1,0000
tiburones;-1,0000
vivienda;,0000
pintara;1,0000
defectuosa;1,0000
rareza;1,0000
incrementado;1,0000
continuado;1,0000
reanuda;,0000
duracion;-1,0000
descomunal;1,0000
part;,0000
prometia;-1,0000
alternativa;,0000
ajenos;,0000
miedo;-1,0000
esceptico;,0000
insisto;,0000
ama;1,0000
morros;,0000
rotundidad;1,0000
colorado;1,0000
ensenara;1,0000
dispositivo;,0000
marcad;1,0000
joyas;1,0000
preciso;,0000
chate;1,0000
periodistes;1,0000
contactarme;1,0000
tramo;-1,0000
desmontado;1,0000
preparandonos;1,0000
proximamente;1,0000
placentero;1,0000
insulto;-1,0000
oeste;,0000
suficiencia;1,0000
hundirse;-1,0000
iniciara;1,0000
melindres;1,0000
intentan;,0000
encerrada;,0000
chalecos;,0000
inmortal;-1,0000
subnormal;1,0000
entenderlas;1,0000
facturo;1,0000
presuntamente;,0000
regalara;1,0000
huerfana;1,0000
debilita;1,0000
orquestas;,0000
aumentara;,0000
triunfador;1,0000
bailado;1,0000
borrego;,0000
muere;-1,0000
acelera;,0000
organizamos;1,0000
autobombos;1,0000
recelo;-1,0000
devolveremos;1,0000
sargento;,0000
clasista;,0000
redoble;1,0000
cambiaran;1,0000
charcos;-1,0000
cantarle;1,0000
afianzara;1,0000
esperando;,0000
probe;1,0000
horno;,0000
mensajes;,0000
obsesion;,0000
amistoso;,0000
socios;,0000
invasiones;-1,0000
impresionan;1,0000
ensana;1,0000
reverso;1,0000
recomendara;1,0000
juegue;,0000
generar;,0000
prometiendole;1,0000
pufos;-1,0000
emocionaras;1,0000
ahogarlos;1,0000
invitarnos;1,0000
traslados;1,0000
enfoques;1,0000
valorar;,0000
senoras;,0000
molestes;1,0000
tercio;,0000
vital;1,0000
sobrada;,0000
pais;,0000
danza;1,0000
huye;-1,0000
venenos;,0000
recurren;1,0000
deberia;-1,0000
moderado;,0000
aval;,0000
grababa;1,0000
americano;,0000
aplauden;,0000
consultadas;1,0000
casarme;1,0000
molde;1,0000
luces;1,0000
celebrara;1,0000
azote;,0000
impecable;,0000
encantar;1,0000
decisiones;,0000
abrigandose;1,0000
hiciste;,0000
extender;-1,0000
inclina;-1,0000
tremendas;,0000
corremos;-1,0000
pintada;,0000
enturbia;1,0000
desinteresadamente;,0000
bajaras;1,0000
verdadero;1,0000
alegando;-1,0000
coincidimos;1,0000
terminante;1,0000
procedimientos;1,0000
inexplicablemente;1,0000
descubrir;1,0000
reunirse;,0000
vendieron;,0000
desahucian;1,0000
coactiva;1,0000
negociadas;1,0000
semana;,0000
deteriorarse;1,0000
agosto;,0000
innecesaria;-1,0000
reafirmarme;1,0000
presentada;,0000
automatismo;1,0000
pornografo;1,0000
aplazar;,0000
comentado;,0000
calendario;,0000
cambio;,0000
preocupaciones;-1,0000
dinar;1,0000
arrancado;,0000
madrugadora;1,0000
confortable;1,0000
emocionante;1,0000
receptivo;,0000
invitarme;1,0000
votemos;1,0000
abanderado;1,0000
preparandome;1,0000
avalanchas;1,0000
decirle;,0000
vidas;,0000
holandes;,0000
civilizaciones;,0000
empanan;1,0000
informativas;1,0000
recado;,0000
aquien;,0000
comas;,0000
repudiamos;1,0000
faciliten;1,0000
desastrosos;1,0000
africanas;1,0000
programacion;,0000
cupulas;-1,0000
camarer;1,0000
sindicalista;,0000
torturador;1,0000
simil;,0000
votaran;,0000
guinos;,0000
pelean;-1,0000
plana;1,0000
invitas;1,0000
avalista;1,0000
veinticinco;1,0000
implantar;,0000
psoriasis;,0000
previas;-1,0000
razonables;,0000
perdedor;,0000
despertador;1,0000
inhibicion;1,0000
partes;,0000
preservaran;1,0000
terminara;,0000
rotundo;1,0000
despeja;,0000
pasarlo;,0000
constato;,0000
rebela;-1,0000
colegiados;1,0000
reunidos;,0000
batan;1,0000
retribuido;1,0000
alaro;1,0000
indefinido;-1,0000
pretendida;,0000
explicaciones;,0000
filatelico;1,0000
protegidos;1,0000
apostar;,0000
encantado;1,0000
plan;,0000
centre;,0000
cumpliremos;1,0000
prepararan;,0000
situaban;1,0000
validara;1,0000
mitad;,0000
contrate;,0000
estadounidenses;,0000
cansino;-1,0000
reparo;1,0000
episodios;-1,0000
cohesion;,0000
impere;1,0000
igualdad;1,0000
masculina;,0000
secuestros;-1,0000
burgo;1,0000
hurtos;1,0000
roger;,0000
cargados;1,0000
escrito;,0000
narrativa;1,0000
resume;-1,0000
pluma;,0000
quiere;,0000
preservativos;1,0000
modificada;1,0000
retar;1,0000
acecha;-1,0000
decirnos;,0000
turista;,0000
quitando;,0000
salvaste;1,0000
agitados;1,0000
subiremos;1,0000
estima;,0000
recusados;1,0000
visto;,0000
enteran;,0000
libertador;1,0000
gris;,0000
encerraremos;1,0000
locuaz;,0000
arena;,0000
disenarnos;1,0000
buenosdias;1,0000
siento;,0000
erectil;1,0000
individuo;-1,0000
auto;-1,0000
relacionarse;1,0000
ideales;1,0000
retaron;,0000
desplegar;1,0000
chivo;1,0000
articular;1,0000
presiones;-1,0000
exclusivamente;,0000
encaje;1,0000
elegiremos;1,0000
fandangos;1,0000
traicionadas;1,0000
coc;,0000
rectorado;1,0000
vigilando;,0000
perdone;,0000
terremoto;-1,0000
precoz;1,0000
puesto;,0000
infecto;1,0000
madrugamos;1,0000
vistiendo;1,0000
departamentos;-1,0000
postizas;1,0000
maqueta;,0000
fabrice;,0000
empatada;1,0000
indi;1,0000
masa;,0000
aroma;,0000
hub;1,0000
vergonzosa;-1,0000
antidroga;1,0000
demonio;,0000
seguramente;,0000
recomendamos;1,0000
encontrarnos;-1,0000
bajando;,0000
chorizo;-1,0000
indie;-1,0000
devolverse;1,0000
jugaran;1,0000
reprochado;1,0000
cono;,0000
aprueba;,0000
secundar;,0000
tratados;,0000
fenomenal;1,0000
grite;1,0000
incitando;1,0000
v;,0000
esperes;,0000
aparece;,0000
traficar;1,0000
mediano;1,0000
fundadores;-1,0000
vicepresidencia;,0000
insultante;-1,0000
grato;1,0000
cesada;1,0000
haciendole;,0000
harias;,0000
tendencias;1,0000
distincion;,0000
modera;1,0000
jefes;,0000
centrada;1,0000
sero;1,0000
vocerio;-1,0000
amare;,0000
reinar;1,0000
metedura;1,0000
jornada;,0000
descreido;1,0000
embargo;,0000
copian;,0000
reaccionar;,0000
futuros;,0000
indiferentes;,0000
matarla;1,0000
caballos;,0000
ganarse;1,0000
esfuerzan;,0000
apagaran;1,0000
sabiamos;,0000
resumirlo;1,0000
reclamo;1,0000
dedicarse;1,0000
ola;-1,0000
proporcion;,0000
contradictorio;-1,0000
reprimenda;,0000
secundarios;,0000
hallan;,0000
consultaron;,0000
compromiso;1,0000
fatal;-1,0000
prepararse;1,0000
heredan;1,0000
nadando;1,0000
oleada;,0000
explicada;,0000
ordenador;,0000
tocan;,0000
impresiones;,0000
salvemos;1,0000
excederse;1,0000
mayoria;,0000
indicios;-1,0000
resumida;1,0000
desentonado;1,0000
tolerado;1,0000
extenderse;-1,0000
seleccionados;1,0000
consecuente;1,0000
porfi;1,0000
tarea;,0000
temblando;,0000
nudo;-1,0000
manejaba;,0000
seguidores;1,0000
donaran;1,0000
taxista;,0000
disp;1,0000
conoces;1,0000
admita;,0000
incertidumbre;,0000
grabaciones;-1,0000
viena;,0000
programando;1,0000
costaran;1,0000
iberico;1,0000
van;,0000
incertidumbres;-1,0000
unanimidades;1,0000
anular;-1,0000
agarran;1,0000
pesan;1,0000
prepotentes;1,0000
abusa;1,0000
destruye;-1,0000
callabas;1,0000
sanara;1,0000
abarrotado;,0000
brillantez;1,0000
guardando;1,0000
sangran;1,0000
llevados;1,0000
leonimos;,0000
pic;,0000
cargarse;1,0000
president;,0000
avanzara;1,0000
famili;1,0000
acostumbro;1,0000
constaba;1,0000
cuales;,0000
majo;1,0000
suspicacia;,0000
pario;,0000
continuamos;1,0000
manan;1,0000
bonos;,0000
palestinas;1,0000
enlazar;1,0000
unidad;,0000
moverlos;1,0000
tropezar;1,0000
gabinetes;1,0000
rentase;1,0000
reprobacion;,0000
responder;,0000
consenso;,0000
atestado;,0000
arteria;,0000
salvar;1,0000
rumoreando;1,0000
pune;1,0000
restaurador;1,0000
apocalipsis;,0000
velo;-1,0000
consecutivas;-1,0000
discrecion;,0000
adelantara;,0000
adoptando;1,0000
cursa;,0000
sentada;,0000
protegen;,0000
unitaria;1,0000
vienen;,0000
afin;,0000
bienvenidas;1,0000
pacte;1,0000
contandoles;1,0000
pens;1,0000
arrancamos;,0000
humedad;1,0000
latina;,0000
conductora;1,0000
contricion;1,0000
deliciosas;1,0000
pitar;-1,0000
fil;1,0000
pasion;1,0000
laicismo;,0000
aficionado;,0000
recomendable;1,0000
protestado;-1,0000
joda;1,0000
bestiales;1,0000
olvidan;,0000
blando;-1,0000
much;,0000
fraudulento;,0000
afiliarse;1,0000
dopado;1,0000
prolongar;,0000
complementar;1,0000
montarla;1,0000
clausurado;1,0000
ruborizar;1,0000
mane;1,0000
republicanos;-1,0000
mezclar;-1,0000
decidirme;1,0000
alfil;,0000
convenciendo;1,0000
suplica;1,0000
periodicos;,0000
cuidarla;1,0000
comienzan;,0000
programados;1,0000
consensuadas;1,0000
mofa;-1,0000
liderazgo;,0000
companeras;1,0000
curados;1,0000
entorpece;1,0000
mojado;,0000
accedamos;,0000
secuestrado;,0000
recuperan;,0000
inevitables;1,0000
tributarias;-1,0000
chingones;1,0000
acercamos;1,0000
magistrado;-1,0000
roma;,0000
issue;1,0000
controladas;1,0000
psiquico;1,0000
aburrirnos;1,0000
sentara;,0000
discrimine;,0000
excepcionales;1,0000
generosamente;1,0000
climas;,0000
moneda;-1,0000
codorniz;1,0000
abono;,0000
moc;,0000
preocuparon;1,0000
infracciones;-1,0000
firmemos;1,0000
alcance;-1,0000
renida;,0000
samuel;,0000
invented;1,0000
natalidad;-1,0000
anemia;1,0000
legarnos;1,0000
orientacion;-1,0000
culmino;1,0000
yemen;-1,0000
fuegos;,0000
enrollan;1,0000
acufeno;1,0000
computando;1,0000
confian;1,0000
batalla;,0000
lamparas;1,0000
cristiano;,0000
complejos;,0000
culpamos;1,0000
ajustes;,0000
divino;1,0000
gila;,0000
crueldades;1,0000
rigido;1,0000
solidos;1,0000
zombies;1,0000
flagrantes;1,0000
compartir;1,0000
introducida;1,0000
apuran;-1,0000
temprana;1,0000
contratista;1,0000
charco;1,0000
dar;,0000
opinaran;1,0000
gorila;1,0000
demandaba;1,0000
escribe;,0000
boquiabierto;1,0000
pude;,0000
pletora;1,0000
objetividad;,0000
traerla;1,0000
barata;1,0000
centro;,0000
cumbres;1,0000
salvacion;1,0000
ofenden;,0000
pacifista;1,0000
creerlo;,0000
preguntandole;1,0000
reaccionen;,0000
concepto;,0000
tesoros;1,0000
sob;1,0000
dejen;,0000
durado;,0000
representar;1,0000
critica;-1,0000
renovaciones;1,0000
gul;1,0000
selectivo;,0000
penalty;1,0000
atendida;1,0000
repitan;,0000
injusta;-1,0000
meta;1,0000
merecerselo;1,0000
romperemos;1,0000
entrenamos;1,0000
admisible;1,0000
queramos;1,0000
enfadar;1,0000
arreglaban;1,0000
magnifico;1,0000
fabricando;,0000
culmina;,0000
roll;,0000
separa;,0000
pareado;1,0000
desordenado;-1,0000
analiza;,0000
coro;,0000
obedece;,0000
cesa;,0000
actuando;,0000
desiertas;1,0000
marcados;,0000
tiempos;,0000
confusos;-1,0000
enormemente;1,0000
mina;1,0000
reticencias;,0000
perdonad;,0000
enganarnos;1,0000
pausada;1,0000
mejora;1,0000
anadidos;1,0000
orquestado;1,0000
margen;-1,0000
opositora;1,0000
desvien;1,0000
empujado;1,0000
disenan;1,0000
estudiada;1,0000
remitiendonos;1,0000
decorativas;1,0000
enrollarme;1,0000
arrancarme;1,0000
degeneracion;1,0000
gramos;,0000
polit;-1,0000
selectiva;,0000
rebelan;-1,0000
acabemos;,0000
despilfarrador;-1,0000
trip;1,0000
augusto;1,0000
formada;1,0000
implicadas;1,0000
referirse;-1,0000
defectiva;1,0000
desalojadas;,0000
axiologia;1,0000
afean;1,0000
obligacion;,0000
gozan;,0000
trasladaban;1,0000
trate;,0000
imprevistos;1,0000
tirandose;1,0000
sot;1,0000
interrogaron;1,0000
mode;1,0000
decid;1,0000
pausado;1,0000
descalificada;1,0000
humanitarias;,0000
diplomas;1,0000
xenofobia;1,0000
aseguro;1,0000
